LSOA_CODE,PRACTICE_CODE,PRACTICE_NAME.x,NUMBER_OF_PATIENTS,PCN_CODE,PCN_NAME,SUB_ICB_LOCATION_NAME,ICB_CODE,,,,,
E01029490,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004283,M83030,1
E01029491,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004304,M83668,1
E01029492,M83001,HORSEFAIR PRACTICE,4,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004309,M83006,1
E01029494,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004330,M83010,1
E01029496,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004396,M83062,1
E01029498,M83001,HORSEFAIR PRACTICE,503,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004402,M83075,1
E01029499,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004440,M83670,1
E01029500,M83001,HORSEFAIR PRACTICE,7,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004591,M83022,2
E01029505,M83001,HORSEFAIR PRACTICE,4,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004622,M83044,1
E01029507,M83001,HORSEFAIR PRACTICE,5,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83051,1
E01029508,M83001,HORSEFAIR PRACTICE,7,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83073,1
E01029509,M83001,HORSEFAIR PRACTICE,128,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83127,1
E01029511,M83001,HORSEFAIR PRACTICE,4,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83148,1
E01029512,M83001,HORSEFAIR PRACTICE,2,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,Y00078,1
E01029515,M83001,HORSEFAIR PRACTICE,296,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004626,M83139,1
E01029518,M83001,HORSEFAIR PRACTICE,12,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004648,M83650,1
E01029519,M83001,HORSEFAIR PRACTICE,14,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004662,M83024,1
E01029524,M83001,HORSEFAIR PRACTICE,6,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004683,M83042,1
E01029525,M83001,HORSEFAIR PRACTICE,9,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004733,M83094,1
E01029527,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004772,M83061,1
E01029605,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004780,M83670,1
E01029637,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004803,M83016,1
E01029646,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004823,M83624,1
E01029648,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004846,Y02521,1
E01029669,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004854,M83625,1
E01029683,M83001,HORSEFAIR PRACTICE,2,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004858,M83670,1
E01029687,M83001,HORSEFAIR PRACTICE,17,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004862,M83670,1
E01029689,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004870,Y02867,1
E01029691,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004920,M83670,1
E01029692,M83001,HORSEFAIR PRACTICE,3,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004948,M83107,1
E01029694,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004986,M83069,1
E01029699,M83001,HORSEFAIR PRACTICE,2,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004992,M83670,1
E01029703,M83001,HORSEFAIR PRACTICE,3,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01004994,M83670,1
E01029710,M83001,HORSEFAIR PRACTICE,42,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005012,M83670,1
E01029711,M83001,HORSEFAIR PRACTICE,82,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005048,M83102,1
E01029712,M83001,HORSEFAIR PRACTICE,59,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005069,M83052,1
E01029713,M83001,HORSEFAIR PRACTICE,20,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005078,M83691,1
E01029724,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005120,M83006,1
E01029727,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005128,M83050,1
E01029729,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005136,M83076,1
E01029735,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005139,M83021,1
E01029736,M83001,HORSEFAIR PRACTICE,3,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005151,Y02867,1
E01029737,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005159,M83088,1
E01029745,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005175,M83024,1
E01029746,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005181,M83139,1
E01029757,M83001,HORSEFAIR PRACTICE,5,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005184,M83627,1
E01029758,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83711,1
E01029842,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005185,M83007,1
E01030064,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83071,1
E01032334,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83725,1
E01032899,M83001,HORSEFAIR PRACTICE,3,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005201,M83670,1
E01032900,M83001,HORSEFAIR PRACTICE,2,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005205,M83123,1
E01034016,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005206,M83075,1
E01034050,M83001,HORSEFAIR PRACTICE,7,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005208,M83071,1
E01034051,M83001,HORSEFAIR PRACTICE,10,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005212,M83011,1
E01034097,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83012,1
E01034098,M83001,HORSEFAIR PRACTICE,11,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83075,1
E01034099,M83001,HORSEFAIR PRACTICE,678,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83146,1
E01034100,M83001,HORSEFAIR PRACTICE,990,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,,M83727,1
E01034101,M83001,HORSEFAIR PRACTICE,20,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005214,M83071,1
E01034102,M83001,HORSEFAIR PRACTICE,19,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005218,M83071,1
E01034103,M83001,HORSEFAIR PRACTICE,2,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005219,M83068,1
E01034104,M83001,HORSEFAIR PRACTICE,3,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005221,M83031,1
E01034105,M83001,HORSEFAIR PRACTICE,5,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005222,M83650,1
E01034106,M83001,HORSEFAIR PRACTICE,2,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005224,Y02867,1
E01034405,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005226,M83076,1
E01035565,M83001,HORSEFAIR PRACTICE,1,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005230,M83670,1
EMPTY,M83001,HORSEFAIR PRACTICE,8,U16318,RUGELEY & GREAT HAYWOOD PCN,NHS Staffordshire and Stoke-on-Trent ICB - 04Y,QNC,,,E01005231,M83034,1
E01000606,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83727,1
E01014212,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005244,M83012,1
E01014213,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005245,M83067,1
E01014220,M83004,MAYFIELD SURGERY,11,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005251,M83110,1
E01014221,M83004,MAYFIELD SURGERY,5,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005252,M83697,1
E01014222,M83004,MAYFIELD SURGERY,3,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005271,M83038,1
E01014223,M83004,MAYFIELD SURGERY,33,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005273,M83617,1
E01014224,M83004,MAYFIELD SURGERY,15,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005276,M83141,1
E01014225,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005278,M83697,1
E01014226,M83004,MAYFIELD SURGERY,7,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005281,M83125,1
E01014228,M83004,MAYFIELD SURGERY,3,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005284,M83100,1
E01014229,M83004,MAYFIELD SURGERY,18,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005304,M83050,1
E01014230,M83004,MAYFIELD SURGERY,2,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005307,M83012,1
E01014233,M83004,MAYFIELD SURGERY,243,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005309,M83075,1
E01014234,M83004,MAYFIELD SURGERY,82,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005370,M83670,1
E01014235,M83004,MAYFIELD SURGERY,184,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005415,M83627,1
E01014237,M83004,MAYFIELD SURGERY,128,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005434,M83670,1
E01014238,M83004,MAYFIELD SURGERY,133,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005471,M83107,1
E01014239,M83004,MAYFIELD SURGERY,92,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005486,M83127,1
E01014240,M83004,MAYFIELD SURGERY,114,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005488,M83670,1
E01014253,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005532,M83670,1
E01014256,M83004,MAYFIELD SURGERY,2,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005552,M83048,1
E01014267,M83004,MAYFIELD SURGERY,5,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,M83075,1
E01014271,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005564,M83015,1
E01014273,M83004,MAYFIELD SURGERY,80,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005587,M83076,1
E01014274,M83004,MAYFIELD SURGERY,74,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005594,M83624,2
E01014275,M83004,MAYFIELD SURGERY,27,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005631,M83070,1
E01014276,M83004,MAYFIELD SURGERY,24,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005632,M83102,1
E01014277,M83004,MAYFIELD SURGERY,54,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005653,M83075,1
E01014278,M83004,MAYFIELD SURGERY,94,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005654,M83129,1
E01014279,M83004,MAYFIELD SURGERY,75,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005681,M83052,1
E01014280,M83004,MAYFIELD SURGERY,143,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005690,M83051,1
E01014281,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005711,M83670,1
E01014285,M83004,MAYFIELD SURGERY,2,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005715,M83670,1
E01014288,M83004,MAYFIELD SURGERY,3,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005782,M83046,1
E01014289,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005786,M83670,1
E01014293,M83004,MAYFIELD SURGERY,5,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005791,M83076,1
E01014295,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005797,M83670,1
E01014296,M83004,MAYFIELD SURGERY,145,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005825,M83650,1
E01014297,M83004,MAYFIELD SURGERY,134,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005855,M83670,1
E01014298,M83004,MAYFIELD SURGERY,128,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005869,M83034,1
E01014299,M83004,MAYFIELD SURGERY,176,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005872,M83701,1
E01014300,M83004,MAYFIELD SURGERY,121,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005875,M83670,1
E01014301,M83004,MAYFIELD SURGERY,174,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005910,M83076,1
E01014302,M83004,MAYFIELD SURGERY,170,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,,Y02867,1
E01014303,M83004,MAYFIELD SURGERY,172,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01005966,M83073,1
E01014304,M83004,MAYFIELD SURGERY,260,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006040,M83670,1
E01014305,M83004,MAYFIELD SURGERY,108,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006076,M83088,1
E01014306,M83004,MAYFIELD SURGERY,318,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006081,M83670,1
E01014307,M83004,MAYFIELD SURGERY,57,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006105,M83670,1
E01014308,M83004,MAYFIELD SURGERY,160,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006153,M83071,1
E01014309,M83004,MAYFIELD SURGERY,216,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006176,M83075,1
E01014310,M83004,MAYFIELD SURGERY,326,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006178,M83076,1
E01014311,M83004,MAYFIELD SURGERY,270,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006188,M83006,1
E01014312,M83004,MAYFIELD SURGERY,171,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006191,M83027,1
E01014313,M83004,MAYFIELD SURGERY,153,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006192,M83670,1
E01014314,M83004,MAYFIELD SURGERY,250,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006196,M83670,1
E01014315,M83004,MAYFIELD SURGERY,164,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006202,M83025,1
E01014316,M83004,MAYFIELD SURGERY,135,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006210,M83670,1
E01014317,M83004,MAYFIELD SURGERY,147,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006218,M83094,1
E01014318,M83004,MAYFIELD SURGERY,187,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006274,M83049,1
E01014319,M83004,MAYFIELD SURGERY,204,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006329,M83627,1
E01014320,M83004,MAYFIELD SURGERY,145,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006334,M83698,1
E01014321,M83004,MAYFIELD SURGERY,179,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006342,M83075,1
E01014322,M83004,MAYFIELD SURGERY,136,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006353,M83661,1
E01014323,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006369,M83110,1
E01014330,M83004,MAYFIELD SURGERY,2,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006380,M83670,1
E01014341,M83004,MAYFIELD SURGERY,1,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006414,M83661,1
E01014346,M83004,MAYFIELD SURGERY,3,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006425,M83046,1
E01014347,M83004,MAYFIELD SURGERY,42,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006435,M83100,1
E01014348,M83004,MAYFIELD SURGERY,11,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006514,M83148,1
E01014349,M83004,MAYFIELD SURGERY,4,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006520,M83021,1
E01014350,M83004,MAYFIELD SURGERY,7,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006537,M83036,1
E01014351,M83004,MAYFIELD SURGERY,23,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006552,M83681,1
E01014352,M83004,MAYFIELD SURGERY,12,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006553,M83638,1
E01014353,M83004,MAYFIELD SURGERY,5,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006570,M83067,1
E01014362,M83004,MAYFIELD SURGERY,234,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006610,M83143,1
E01014363,M83004,MAYFIELD SURGERY,224,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006628,M83076,1
E01014364,M83004,MAYFIELD SURGERY,166,U85685,SOUTH STOKE CENTRAL PCN,NHS Staffordshire and Stoke-on-Trent ICB - 05W,QNC,,,E01006646,M83010,1
